,S/N,Date/Day,1st,2nd,3rd,Starters,Starters,Starters,Starters,Starters,Starters,Starters,Starters,Starters,Starters,Consol,Consol,Consol,Consol,Consol,Consol,Consol,Consol,Consol,Consol
,1869,08 Jul 2012 (Sun),5327,3810,1348,5530,6457,6757,7097,9184,0388,0749,0885,4080,4190,1022,1479,2374,2714,3779,4649,6068,8593,9140,9310
,1870,11 Jul 2012 (Wed),9214,0593,6759,5742,6732,6856,8663,8668,9674,1721,2045,2778,5321,0964,2876,3974,7002,7146,8244,8252,8463,9165,9169
,1871,14 Jul 2012 (Sat),8507,0071,2008,5499,7142,7622,8173,9172,0203,1737,4833,4872,5421,0156,2521,2720,2786,2991,5958,6752,7504,8373,9592
,1872,15 Jul 2012 (Sun),3677,2641,4522,0669,0910,1687,1847,1944,2061,2959,4159,4434,7803,5084,5906,6156,6239,6295,9390,9682,2527,3300,3832
,1873,18 Jul 2012 (Wed),6167,3951,5080,3804,3890,3977,4727,4744,5236,6700,6981,8604,9017,9038,9200,0382,0701,1916,2349,3972,4614,5215,6079
,1874,21 Jul 2012 (Sat),3123,0929,7095,1705,1987,2175,3294,5016,5904,6223,7044,7152,9883,0686,2039,3073,5177,5468,5778,6151,7328,8007,9422
,1875,22 Jul 2012 (Sun),9660,6941,3467,4531,5439,5603,5939,7417,8720,9995,0447,0831,1300,1463,1663,1899,2522,3975,5286,5984,7229,7458,9251
,1876,25 Jul 2012 (Wed),5180,0187,6736,7639,8630,8895,9563,1739,1966,3559,4052,4551,7297,0541,1771,4208,5668,5725,5964,7542,8120,8168,9804
,1877,28 Jul 2012 (Sat),8825,9040,7886,0537,1504,4418,4617,5918,7342,7444,9333,9514,9613,6350,6550,0431,0835,0888,1749,3692,3773,3996,4094
,1878,29 Jul 2012 (Sun),6502,6866,1099,3427,4256,9051,9410,9543,9675,0092,1571,2309,2688,1333,2861,3077,3307,4433,5619,5763,6745,8051,9651
,1879,01 Aug 2012 (Wed),8500,0221,6004,6189,6439,6448,7993,8322,9654,2551,3691,4097,4574,2705,2725,3473,4039,5596,6431,6676,7530,8042,9482
,1880,04 Aug 2012 (Sat),3798,0889,4335,0641,0686,2441,4477,4801,5124,6041,6187,7619,9711,8250,0713,2179,2925,5065,5079,5343,6412,6718,7760
,1881,05 Aug 2012 (Sun),2415,8936,8003,0138,0186,0761,1149,1282,2819,3879,6475,6957,8240,6872,7288,1441,1701,1733,3721,4344,5687,6109,6598
,1882,08 Aug 2012 (Wed),5059,1042,1166,0144,1111,2690,3832,4780,5618,6990,7078,7134,8932,0699,2392,2672,2711,3852,4587,5884,5998,6970,7947
,1883,11 Aug 2012 (Sat),9147,4639,5334,0312,0632,0669,2040,2061,2539,2819,3817,3853,9050,7998,8793,1688,1907,1936,4002,4748,6123,7704,7947
,1884,12 Aug 2012 (Sun),3812,9847,8917,4960,5390,5806,8299,8540,8725,2080,2732,4403,4536,1890,3514,3736,4878,6758,7606,7713,7837,9057,9668
,1885,15 Aug 2012 (Wed),2342,8753,0987,0380,0395,0893,1111,4323,4827,5578,8199,9359,9490,0006,3143,4379,4715,5801,6370,6418,7148,7892,9325
,1886,18 Aug 2012 (Sat),6727,9315,9849,2050,2439,3026,5498,5508,6890,7648,7789,9536,9651,1906,2912,3008,3500,3620,4436,4904,5779,6816,9720
,1887,19 Aug 2012 (Sun),2268,7502,8115,1301,1414,1916,2878,4943,5698,5819,6021,8707,9371,9698,9955,1961,3984,4520,4583,5869,6542,8973,9279
,1888,22 Aug 2012 (Wed),9316,0094,2639,0176,0493,1143,2037,3660,5528,6654,6681,7501,9126,9295,9891,1129,2680,2942,6120,6541,7829,7962,8634
,1889,25 Aug 2012 (Sat),2538,8729,2571,1769,1862,2146,2856,4058,4676,7270,7542,8072,8472,7780,8980,1244,2849,3260,3326,3692,4369,5032,6952
,1890,26 Aug 2012 (Sun),7038,7375,6289,0328,1761,2419,4233,7032,7486,8233,8527,9191,9447,7266,7599,7602,9230,1789,3172,3304,6208,6286,6826
,1891,29 Aug 2012 (Wed),9506,4293,0852,5299,6326,7220,7693,8084,1849,4194,4216,4478,5004,0714,1731,4260,5087,5152,6164,6645,6981,8034,8843
,1892,01 Sep 2012 (Sat),3089,8807,8576,8249,8650,9410,0236,0961,2065,4226,5470,5524,7545,0025,2457,3704,6351,6516,6899,7526,8149,8256,8389
,1893,02 Sep 2012 (Sun),3031,5199,2198,1623,4250,4797,5589,7103,8974,9206,9356,9445,9724,9396,9490,2951,5147,6821,6864,7177,8169,8429,8454
,1894,05 Sep 2012 (Wed),4446,9780,8383,1442,2219,2370,3355,6446,7657,8117,9113,9129,9450,9557,9887,0407,0417,3876,6055,6387,7617,8394,8691
,1895,08 Sep 2012 (Sat),3414,4606,6440,0008,0544,0970,0988,2601,2903,3468,3811,5420,9067,7615,7779,8444,8462,9833,0255,3589,4643,4898,6807
,1896,09 Sep 2012 (Sun),5606,9989,6623,1970,4317,4827,6240,6516,7823,7872,7981,8470,9226,8718,8799,2225,2856,2881,3801,4261,5723,7902,8391
,1897,12 Sep 2012 (Wed),8985,7803,0216,2866,3768,3973,5105,5283,5378,5719,7109,7412,9659,6561,9591,0177,0470,0859,1211,2781,3408,4970,5134
,1898,15 Sep 2012 (Sat),6505,0362,5586,1792,2304,3826,5262,5272,5811,8248,8407,8933,9086,8054,0086,0304,0393,1427,2156,2333,3380,4813,5750
,1899,16 Sep 2012 (Sun),2229,0365,3460,3826,4591,5882,6581,7515,7725,8334,2110,2503,3214,3224,4376,4979,5538,5653,5933,6380,6948,8889,9178
,1900,19 Sep 2012 (Wed),0942,2102,1023,0521,1116,1593,2657,4177,5042,5530,6474,6853,9738,9225,0357,0379,1733,2346,4128,7031,7933,7999,8483
,1901,22 Sep 2012 (Sat),5610,1325,7287,6575,7495,9799,0090,0627,0817,2770,3787,4291,4439,1584,1692,3479,4620,5291,6038,6064,7865,7936,9871
,1902,23 Sep 2012 (Sun),7537,4672,8500,0337,2956,3967,4420,4466,5575,6423,7072,8714,8908,7980,8529,9552,3644,4837,4864,4889,5227,5559,6420
,1903,26 Sep 2012 (Wed),6413,1593,4726,1104,1868,3097,3372,3408,4960,6639,6867,7654,9949,8526,9854,0084,0579,1591,2193,6410,6656,6969,7776
,1904,29 Sep 2012 (Sat),3586,8062,3088,2076,4631,4663,6146,6255,6448,7350,8864,9581,9585,6844,7789,8083,8382,1385,4020,4165,4970,6255,6715
,1905,30 Sep 2012 (Sun),6259,4928,3225,4343,4635,6822,7163,7196,7230,9181,0055,0988,2009,0463,0564,2709,4218,5177,5737,6286,6586,9133,9871
,1906,03 Oct 2012 (Wed),4355,2464,4591,0059,0765,1703,2549,2602,2620,2908,3406,5181,7409,8068,8805,1099,1122,1738,2258,2599,5021,5431,7182
,1907,06 Oct 2012 (Sat),9791,1378,8854,0945,1286,2004,3747,3832,6481,6535,7159,9794,0777,0053,0806,1232,2766,5297,6833,8040,8532,8671,8980
,1908,07 Oct 2012 (Sun),1931,3948,9662,1972,5097,6351,6853,7684,7853,8670,9669,0365,1612,0916,1132,1936,2506,4825,5892,6428,6653,6944,8121
,1909,10 Oct 2012 (Wed),9509,4749,0864,1778,2454,2831,3601,4281,4907,5553,5787,6652,7369,9450,9978,0699,2485,4274,4614,8112,8305,8725,9069
,1910,13 Oct 2012 (Sat),9602,4438,4605,0606,0862,2114,2466,2606,4229,4737,5887,6245,6670,8075,8876,1172,3265,4128,4473,5213,5376,6252,7343
,1911,14 Oct 2012 (Sun),3096,7198,5281,8510,9084,0027,0532,1434,3662,4308,4471,4759,7815,0383,0399,1278,1971,7278,7483,7508,7646,8975,9160
,1912,17 Oct 2012 (Wed),4047,7857,6809,7598,8588,9273,0732,3121,4368,4481,4787,6048,6564,1228,4814,5904,6373,7916,8441,8681,8978,9006,9995
,1913,20 Oct 2012 (Sat),5865,4223,8438,1010,2719,5272,6915,6926,7650,7821,8983,9012,9155,1862,2582,3084,4044,5416,6357,7540,7756,9585,0321
,1914,21 Oct 2012 (Sun),5182,5595,4428,2558,2708,3264,4596,4690,6586,6991,8967,9328,0605,0585,1650,3359,5443,5768,5815,5967,8400,8728,9824
,1915,24 Oct 2012 (Wed),5762,0694,1804,0616,1533,4075,4665,4768,6207,6543,6903,8034,9854,3850,4003,4307,5138,7399,8553,8578,0082,0542,3026
,1916,27 Oct 2012 (Sat),5735,0895,0555,0348,2037,3735,4455,4635,6815,7115,8177,9781,9798,8744,8958,9686,0942,2022,3186,3417,3608,7292,8113
,1917,28 Oct 2012 (Sun),6262,2155,6023,1974,3869,5124,5990,9102,1257,1803,1836,1913,1961,0930,2118,3540,4441,5037,5295,5821,7359,7873,8981
,1918,31 Oct 2012 (Wed),4371,8480,4968,0745,2373,2930,3356,3573,4870,8767,9507,9569,9897,9004,0247,1430,1504,1689,3302,6762,6885,6903,8711
,1919,03 Nov 2012 (Sat),1967,8101,8227,1150,1815,2189,3740,3846,3910,5734,6442,8250,8893,9831,9976,0011,1283,2571,3232,4472,6608,9038,9792
,1920,04 Nov 2012 (Sun),7490,0962,1636,0930,1176,1348,1509,2327,2359,5090,5488,5833,5924,0196,0866,1542,1921,2778,2853,3283,5420,8865,9314
,1921,07 Nov 2012 (Wed),2981,4880,2389,0020,0366,2788,4328,4377,5122,5417,7710,8560,9327,2967,3453,4437,4528,5368,5758,7443,0584,0757,0837
,1922,10 Nov 2012 (Sat),0314,0618,6961,1146,1163,2666,4674,5990,6505,6999,7287,7708,8215,1182,2336,2679,5565,7009,8446,8483,9316,9703,9988
,1923,11 Nov 2012 (Sun),9970,3008,5899,0342,1559,2721,3036,4576,6180,7499,7985,8113,8187,5831,6236,8550,9207,0012,0336,0403,1032,2656,5742
,1924,14 Nov 2012 (Wed),7192,4899,5117,1244,2160,2470,2531,2659,3812,3900,4515,8350,8369,8431,8566,0382,1755,3183,4913,4964,6660,6872,7144
,1925,17 Nov 2012 (Sat),0870,6572,8607,2338,2603,2901,4452,4780,5221,7223,7259,7982,9438,8707,9463,2318,2450,2458,2504,3047,4426,5415,6172
,1926,18 Nov 2012 (Sun),7355,1464,7745,9842,0393,2191,2468,4527,4798,4998,8176,8225,8566,0386,2361,3694,5303,5735,7163,7335,8536,9325,9982
,1927,21 Nov 2012 (Wed),1620,5478,3054,0435,0595,2259,2345,2913,4750,5246,6268,6503,8937,7499,8953,0999,3994,5262,5437,5497,6067,6502,7392
,1928,24 Nov 2012 (Sat),2356,0755,5661,4468,4758,5471,5540,7404,8579,9969,0402,4210,4267,1250,2333,2373,3511,3707,5250,5704,7670,8173,8823
,1929,25 Nov 2012 (Sun),0221,0138,8073,0722,1384,1523,1664,2253,2871,5887,6802,6977,9533,7983,8528,0014,0310,2885,5325,5557,6116,6543,6615
,1930,28 Nov 2012 (Wed),2967,3277,7330,0276,0430,1105,2067,2799,3585,4146,4979,8777,9041,6967,9017,0502,1936,2626,2689,3094,3765,5236,5466
,1931,01 Dec 2012 (Sat),9376,0653,1234,1720,2951,3925,5390,6627,6916,7892,8410,9746,9783,7011,8044,0378,0400,0539,3460,4143,4211,5373,6925
,1932,02 Dec 2012 (Sun),3481,2197,4489,1704,2280,2878,2952,3749,3950,4717,5824,8148,8304,0409,1187,2727,5606,6481,6713,8488,9462,9574,9628
,1933,05 Dec 2012 (Wed),8710,0534,9228,6813,0689,0787,1126,1240,1767,2188,4633,6275,6583,0323,0650,1422,2047,3706,3722,5052,7224,8579,8786
,1934,08 Dec 2012 (Sat),7561,5468,6864,3060,4158,4535,5705,6254,9510,0685,1096,1929,2629,1030,1533,2361,3458,3520,3869,4920,7456,7625,7936
,1935,09 Dec 2012 (Sun),0272,5442,0629,0775,0882,1021,1791,2581,3059,4230,4466,6555,9501,0875,0899,1934,2881,4860,5323,5450,5840,6186,7066
,1936,12 Dec 2012 (Wed),1914,4618,4766,0109,0233,0695,2803,4041,6406,8703,9159,9365,9398,9083,9120,0655,1063,2158,3511,5412,5915,7239,7792
,1937,15 Dec 2012 (Sat),4350,0279,6564,1459,2713,3442,5025,5747,7203,7282,8290,9225,9323,9739,9935,0288,1789,1889,2334,2891,5043,6909,9298
,1938,16 Dec 2012 (Sun),6811,5820,2259,0114,0742,1968,4885,5021,5311,5766,8098,9265,9787,7271,8256,9414,9480,1726,3342,3564,4096,5934,6925
,1939,19 Dec 2012 (Wed),9520,3832,3353,0351,0491,0826,2629,3234,3542,5760,6154,6362,9620,9084,9297,0505,1502,1900,6616,7204,7302,7394,8892
,1940,22 Dec 2012 (Sat),0512,9415,7153,5501,8912,9011,9321,9392,0405,1606,3026,3395,4316,0051,1139,1558,2379,2473,3643,3692,4261,7589,9982
,1941,23 Dec 2012 (Sun),3770,2516,5176,2216,2507,2917,3221,6344,6360,7972,8114,1219,1786,0677,2341,3144,3502,6116,6165,6977,8593,9288,9733
,1942,26 Dec 2012 (Wed),7057,4389,9323,0245,0720,3217,3306,4730,5898,7297,7711,9222,0120,2262,5306,5844,6172,6696,7529,7589,8035,8767,9195
,1943,29 Dec 2012 (Sat),5469,5977,7385,0145,2031,3079,3127,3699,4833,6288,6867,8157,8973,6047,6676,0059,0616,1306,1918,2130,2388,2527,5497
,1944,30 Dec 2012 (Sun),4256,4358,0068,0095,2297,5037,5133,5167,5295,6492,7409,8812,9229,6428,7422,8182,9481,3311,3415,3717,4035,5234,6316
,1945,02 Jan 2013 (Wed),9560,9365,0199,0201,0378,2081,2939,3606,5305,6054,7596,8454,8927,6852,7011,7156,8832,8834,0383,0972,2455,2962,3399
,1946,05 Jan 2013 (Sat),5771,9966,7260,2052,2795,3209,3720,4136,5730,6705,6713,6843,7726,7273,8321,8999,9388,9422,9476,0854,2654,4393,7174
,1947,06 Jan 2013 (Sun),3129,0903,5691,0460,1464,2880,3017,3593,4409,5112,5411,5471,7486,9652,9708,0128,2919,3741,7029,7144,7506,7763,9104
,1948,09 Jan 2013 (Wed),8041,0299,4095,0380,0795,1678,2493,3394,4015,5775,7570,7826,9590,6109,7448,0709,0932,0984,3287,3587,4458,5370,5678
,1949,12 Jan 2013 (Sat),2609,6229,4010,1035,2206,2844,3965,4527,5083,7567,8318,8936,9514,6727,9755,0607,1274,1384,1790,4434,5071,5221,5979
,1950,13 Jan 2013 (Sun),4691,3875,6299,0055,2028,2174,4344,4599,5729,6151,7756,9272,9413,9185,9558,1302,1648,3826,4170,4279,4868,8736,8812
,1951,16 Jan 2013 (Wed),1251,7513,6925,1202,1917,1936,3484,4004,6032,6566,6881,6897,9921,1678,2297,3263,4940,5028,5502,6795,7019,7090,7907
,1952,19 Jan 2013 (Sat),6647,6309,6325,0157,1293,2107,2496,3417,4829,5224,5703,6328,6866,8239,8349,9132,2039,2351,2709,5136,6153,6412,6463
,1953,20 Jan 2013 (Sun),4515,4924,1809,0760,1033,3675,4148,4786,5494,5590,6271,6998,7594,8716,9907,0945,1439,2582,3185,3354,5661,8383,8663
,1954,23 Jan 2013 (Wed),2849,5729,5913,2520,3034,4323,5105,6027,7011,0044,0211,0479,2377,0875,0903,1966,2029,2888,3424,6133,9773,9831,9948
,1955,26 Jan 2013 (Sat),1690,6384,3070,5729,6007,6508,7747,8670,0754,0758,1929,4197,5302,2097,2263,2964,4668,4944,6683,7191,7739,7831,8656
,1956,27 Jan 2013 (Sun),1380,3548,0885,1351,3882,5049,6924,7697,8062,8783,0114,0720,1049,1595,2623,5088,7745,7768,8203,8754,9048,9080,9804
,1957,30 Jan 2013 (Wed),8705,8651,3948,0191,0907,1815,2295,3371,6836,7390,7453,7635,8704,3358,3773,5891,8299,8659,0077,0345,0477,1053,2699
,1958,02 Feb 2013 (Sat),2679,3304,5787,7483,8213,9307,9659,0883,1089,1677,3047,5064,6765,2093,4073,5694,6833,7043,7350,8268,8319,8541,9805
,1959,03 Feb 2013 (Sun),2398,3113,8535,6024,6385,6647,6988,7392,0830,1324,3025,4995,5892,0060,1114,1129,1380,3234,5508,6369,8183,8257,8648
,1960,06 Feb 2013 (Wed),3276,7569,4487,0002,0947,1031,1110,1452,5396,5679,5758,7172,7719,8228,9014,0001,3598,5296,5970,7493,7664,7983,8146
,1961,09 Feb 2013 (Sat),1068,4647,7741,5389,5987,6872,1483,1585,1894,2419,3227,3510,5208,0714,0744,2857,5681,6073,6341,6750,7006,9385,9393
,1962,10 Feb 2013 (Sun),2406,7497,5975,0049,1718,1908,1930,3332,4835,4839,5321,6857,9323,1661,1735,1949,2223,3354,3492,4749,7080,7818,0209
,1963,13 Feb 2013 (Wed),4348,2955,8718,0162,3590,3861,4179,4230,4989,5569,5809,6117,8101,6893,7340,7937,8954,1279,1780,4220,4972,5142,6329
,1964,16 Feb 2013 (Sat),2102,1043,2688,0698,0804,1344,4375,4734,6012,7707,7935,9096,9403,1596,1965,2131,2828,3985,5540,6385,6737,6811,8865
,1965,17 Feb 2013 (Sun),6202,2515,9626,1384,1585,2498,2638,3218,4827,9260,9360,0555,1054,0596,0812,1489,1641,2857,3078,3535,5432,5447,8313
,1966,20 Feb 2013 (Wed),1386,4501,1322,0475,0603,1620,3552,3774,4750,6446,7014,7982,8290,2587,3837,4937,5307,5682,6632,7325,8925,9092,0800
,1967,23 Feb 2013 (Sat),4067,0517,2568,1034,1533,2402,2676,2801,4840,6251,6284,6438,6629,4292,4754,5236,5252,5873,6711,7157,8794,9110,9390
,1968,24 Feb 2013 (Sun),9671,6785,2791,1994,3538,5246,5304,5346,6149,6665,7687,7891,9492,2272,2568,2631,3363,3670,6239,7008,1043,1202,1800
,1969,27 Feb 2013 (Wed),5402,5249,6782,0965,1129,3367,4420,4580,5102,5607,9291,9389,9597,4068,4783,5141,6109,7053,8200,8800,9844,0552,1168
,1970,02 Mar 2013 (Sat),4830,0514,3013,1216,1235,1485,3586,4659,7119,7694,9090,9303,9518,8343,1196,3220,3288,3634,5220,5644,5816,6424,6763
,1971,03 Mar 2013 (Sun),0656,6097,3115,8676,9754,0556,1462,1539,1559,2565,2804,5036,6658,0319,1647,1658,3158,3289,5250,7162,8647,9314,9660
,1972,06 Mar 2013 (Wed),3435,4687,9858,1202,5094,7616,7944,8500,9501,9560,0190,0537,0607,0944,1497,2327,2893,3990,4593,4619,5697,8789,9640
,1973,09 Mar 2013 (Sat),9336,9555,8503,4677,5005,5387,5930,7008,7896,9719,0181,2272,4163,1398,1869,4137,4620,5057,8330,8607,9313,9507,9737
,1974,10 Mar 2013 (Sun),3327,0283,5499,0715,1032,2433,4232,5512,6440,7032,7476,9075,9342,8593,9728,0246,3278,3435,4761,5991,6100,6292,6335
,1975,13 Mar 2013 (Wed),5609,6263,3646,0258,1543,1835,1923,2385,5642,6660,8077,8152,8487,8027,9233,9492,0754,2064,2665,4705,4820,6722,6749
,1976,16 Mar 2013 (Sat),7921,4935,6607,0680,1764,1869,3225,4462,4514,5055,7155,7207,8091,8617,8932,1911,2250,2895,3251,4746,5970,7126,7630
,1977,17 Mar 2013 (Sun),9522,4645,5272,0790,1752,2179,3961,5046,5783,5972,7167,7678,9421,8045,9596,0351,1012,1130,3227,3955,5314,5473,6755
,1978,20 Mar 2013 (Wed),8563,1513,4535,2125,2194,4785,5270,5572,7265,8007,8696,8968,9591,3687,4963,6129,7232,8040,8482,9159,1281,2595,2803
,1979,23 Mar 2013 (Sat),4001,5668,6601,1253,2363,2582,4620,4998,6995,7580,8006,9278,9881,6815,8840,3847,4037,4197,4289,4846,5124,6362,6399
,1980,24 Mar 2013 (Sun),5628,8371,9210,0978,1886,2541,3105,3114,4464,7042,8958,9209,9736,6688,6908,7949,9316,0414,0629,1036,3599,3672,6232
,1981,27 Mar 2013 (Wed),7530,0075,0314,5819,6010,6940,7154,7791,8766,1206,2194,4089,4248,0661,1288,1971,2013,3160,6094,6271,7754,8384,9045
,1982,30 Mar 2013 (Sat),9980,4644,9971,0317,1049,3212,4041,6053,6919,7391,8812,9601,9614,6201,8329,9654,9884,1513,2038,2752,4206,5067,5326
,1983,31 Mar 2013 (Sun),8568,6726,9696,1265,2093,2610,3179,3198,3766,3856,5747,8764,8832,8428,8639,9306,9564,0010,1425,2087,2786,5984,8336
,1984,03 Apr 2013 (Wed),6840,0665,0867,0854,1204,2248,2963,2968,4056,4678,5288,5499,8445,9886,9985,3388,3394,4761,6240,7458,7818,8929,9741
,1985,06 Apr 2013 (Sat),4335,8805,3214,4777,6416,7591,7905,8404,0694,1026,3344,3419,3745,0235,2343,3786,4410,4961,5784,6696,7858,8492,9687
,1986,07 Apr 2013 (Sun),7993,7426,0302,1469,1828,1830,2042,2912,2925,4509,4793,8095,8552,6494,8164,9711,0229,0558,0726,0734,1651,4311,5485
,1987,10 Apr 2013 (Wed),1961,4187,3362,1552,1988,2377,2437,4616,5084,5282,7066,0881,0910,0068,0138,0927,3881,4598,4675,5406,6640,7372,9240
,1988,13 Apr 2013 (Sat),7595,5223,7653,2400,2695,2700,4367,4468,4535,4721,6996,8590,8747,9261,9444,2279,3329,3662,3931,4611,6271,8387,8484
,1989,14 Apr 2013 (Sun),1017,7412,3829,6760,7341,8019,8653,8814,0187,1528,4156,5157,6179,0291,1175,2561,2878,2893,5283,5652,6580,7400,7625
,1990,17 Apr 2013 (Wed),9727,3641,4402,0835,1469,1651,2206,7497,7919,7977,8288,8356,9314,6419,8090,0921,1307,1568,1763,1782,2043,3856,4929
,1991,20 Apr 2013 (Sat),2507,6507,0513,2744,3603,3869,3894,5099,5630,6658,6697,7525,9614,7660,9444,0293,0942,2180,2759,4163,5305,6548,7172
,1992,21 Apr 2013 (Sun),5091,8860,4307,0669,2493,2773,3025,3296,3454,3760,5123,5612,9955,9442,2536,2579,2586,3287,3315,5401,5545,7419,7772
,1993,24 Apr 2013 (Wed),8037,2845,6909,2284,3295,5510,5924,7648,7950,8599,9576,9632,9850,9586,9929,2114,3704,5331,5532,6135,6964,7807,8984
,1994,27 Apr 2013 (Sat),3270,0932,2206,8889,9083,0072,1722,2761,4551,5707,5886,6840,8452,1812,2227,3107,3609,3828,5309,7595,7792,7903,9800
,1995,28 Apr 2013 (Sun),6774,1858,7329,3811,4048,4653,6085,6513,7190,7218,7622,9207,9484,0105,0137,1933,2283,4064,4372,5133,7405,8217,9270
,1996,01 May 2013 (Wed),1884,5276,7745,1939,3963,3985,4009,6097,6591,8191,8696,9296,9772,4888,8448,9291,9342,1309,2763,3262,3434,4061,4221
,1997,04 May 2013 (Sat),8986,0991,7874,6840,7956,9115,9642,9662,0348,1279,1802,3881,5587,0545,0716,2954,6125,6144,6191,6295,8515,8637,9661
,1998,05 May 2013 (Sun),4106,3040,0518,0125,0706,0960,1678,2679,4642,5158,5490,6681,7214,8867,9021,3336,4147,4197,4692,5217,6916,8043,8523
,1999,08 May 2013 (Wed),6803,5032,1424,1501,4104,6124,6440,6820,8688,8695,0975,1030,1464,0607,0875,2855,4863,5007,5083,5701,7075,7741,9965
,2000,11 May 2013 (Sat),2155,6821,6990,0081,1382,4078,4167,4591,5569,6149,7133,8207,8291,0903,3968,4924,5135,5940,7812,7962,0150,0351,0726
,2001,12 May 2013 (Sun),9180,0933,3141,9813,1238,3269,3600,4367,4387,5994,6728,7183,7310,1824,3176,3831,5556,7181,8012,8142,8872,9365,9398
,2002,15 May 2013 (Wed),2640,6227,4639,7451,7850,8442,9867,1927,2668,3300,4010,4932,7364,1522,2854,3551,5298,5584,5905,7319,7934,8942,9339
,2003,18 May 2013 (Sat),0935,4341,9642,2910,2989,3317,3923,5409,5940,6578,7252,7268,8966,6862,6996,7176,7351,0561,0711,3031,3093,3999,5529
,2004,19 May 2013 (Sun),0276,1729,9974,0427,3584,4281,4357,4718,5387,5647,6646,7083,7401,9773,9776,0689,1450,1507,2848,4740,6099,7419,9005
,2005,22 May 2013 (Wed),7837,1343,8367,0151,0939,2808,3427,4430,4518,4661,6164,8917,9566,0385,1047,1258,2925,4056,4512,4857,7584,7671,9127
,2006,25 May 2013 (Sat),3267,8791,6327,0016,4246,5852,6940,7144,7432,8763,9156,9312,9557,9550,9752,1354,2165,2828,5942,6319,6517,7880,8741
,2007,26 May 2013 (Sun),5405,1530,0942,0882,0940,1920,2941,3238,3757,3779,5043,8507,9833,0767,0789,0961,1763,3991,4016,6422,7416,8164,8744
,2008,29 May 2013 (Wed),5628,9538,0893,0162,0492,1010,2890,3046,3308,3797,4189,4440,9692,7905,9546,0168,2646,2793,2794,3969,5412,5920,7730
,2009,01 Jun 2013 (Sat),7186,8399,0483,1944,2404,2567,3499,4032,4423,4559,4603,7685,9163,8368,9008,1126,1871,1905,4705,5806,6028,6089,7613
,2010,02 Jun 2013 (Sun),7474,4060,5856,5325,6137,9828,0403,0990,1249,2529,2596,3387,3688,0181,0245,0438,1126,4340,4554,5013,5769,6013,7876
,2011,05 Jun 2013 (Wed),3692,6461,3469,0738,0935,1629,1752,3371,4777,5377,7288,8032,8378,8022,8664,0677,0882,3339,3339,7349,7496,7552,7893
,2012,08 Jun 2013 (Sat),0234,1497,1075,0486,1834,2501,3600,4091,6994,8034,8219,8935,9189,0814,1778,2421,4091,4276,4314,4763,7545,8024,9368
,2013,09 Jun 2013 (Sun),8115,0460,8823,0121,0765,1378,2485,4507,6874,6931,7040,9014,9747,3359,3733,4576,4738,5255,5723,5952,0692,2225,2834
,2014,12 Jun 2013 (Wed),2328,2660,1849,0236,2117,2807,4567,5432,6170,6714,7403,7776,9979,0621,2920,3806,3819,4092,7328,7431,8917,9243,0567
,2015,15 Jun 2013 (Sat),1568,1067,7954,0889,2059,3186,4308,6855,7218,7720,8499,9757,9780,3542,4117,4745,5502,9450,0485,2789,2807,2918,3258
,2016,16 Jun 2013 (Sun),8739,3773,7792,0246,1216,2092,3150,4310,6463,6632,7994,8041,0140,0550,3400,3624,4428,5375,5900,7230,7334,8668,8886
,2017,19 Jun 2013 (Wed),0763,2959,1424,0618,1512,2948,3223,3273,3335,3513,3657,5677,5714,1762,3670,4738,6247,6441,7729,8105,9792,0605,0858
,2018,22 Jun 2013 (Sat),4184,4995,8999,1845,4195,5614,6130,7345,8208,8711,0350,0504,1591,0774,2108,4655,5163,5334,5378,5510,6286,9382,9578
,2019,23 Jun 2013 (Sun),0751,9413,7598,1400,1921,3229,3392,6529,6551,7103,7793,9373,9783,6203,6879,1442,2042,2052,2252,2702,3289,4228,5631
,2020,26 Jun 2013 (Wed),1240,8971,9550,0147,0430,0865,1237,1425,3240,8228,8605,9763,9838,0223,0318,1253,1970,5195,6032,6417,7816,8286,8570
,2021,29 Jun 2013 (Sat),4165,6239,6598,0512,0614,4454,4624,5207,5871,5886,6621,9540,9700,8263,8603,0513,0645,1166,1808,2863,4043,5074,6654
,2022,30 Jun 2013 (Sun),5298,0899,2957,2279,5417,6877,9197,9517,0095,1745,1762,1813,2061,0079,0952,2128,2703,3363,5809,6619,7237,8559,9395
,2023,03 Jul 2013 (Wed),1119,1929,4477,1332,1744,2359,3647,4883,5046,6459,8364,9742,9969,8783,9252,0632,3547,4660,5364,5568,5851,6395,6514
,2024,06 Jul 2013 (Sat),6122,3305,0217,0016,0734,1748,4107,4277,5597,7163,8916,9033,9878,6796,8332,1475,2223,3202,4210,4797,4907,5286,5774
,2025,07 Jul 2013 (Sun),6035,3955,1574,2452,2879,2922,5966,6412,6494,7876,8014,8319,8545,9806,0223,2632,5155,6085,6327,7653,7964,8984,9008
,2026,10 Jul 2013 (Wed),4842,4666,0297,0071,0227,2334,3472,4279,5045,6128,6996,9410,9925,9612,1528,2179,3247,3819,4748,6854,7708,8121,8779
,2027,13 Jul 2013 (Sat),5482,1755,8003,0258,0843,2012,2454,4958,5543,6115,7887,8726,9058,7802,9582,0806,1921,2322,2332,3160,4952,7283,7539
,2028,14 Jul 2013 (Sun),0834,3673,2586,0001,1384,2253,2591,4568,5684,6546,7242,8133,9370,8989,9719,1442,1658,2596,2835,3880,7230,7507,8589
